Candidate,Gender,Race 1,Race 2,Race 3,Incumbent,Incumbent Challenger,State,Office,District,Primary Outcome,Runoff Outcome,clean_name,Party,name,office,party,state,district,candidate_status,incumbent_challenge,first_file_date,receipts,disbursements,cash_on_hand_end_period,debts_owed_by_committee,Congress Type
Cynthia Dianne Steel,Female,White,,,No,No,Nevada,Representative,1,Lost,,Cynthia Steel,REP,"STEEL, CYNTHIA DIANNE",H,REP,NV,1.0,C,C,2022-02-26,7309.6,5490.25,1819.35,0.0,House
"Cynthia ""Cinde"" Wirth",Female,White,,,No,No,Indiana,Representative,6,Won,,Cynthia Wirth,DEM,"WIRTH, CYNTHIA",H,DEM,IN,6.0,C,C,2022-02-10,50771.6,38910.21,-8363.89,0.0,House
,,,,,,,,,,,,Cyrus Sajna,,"SAJNA, CYRUS",H,DEM,TX,14.0,N,C,2020-01-13,0.0,0.0,0.0,0.0,House
D. Liam Dorris,Male,White,,,No,No,Indiana,Representative,9,Lost,,D. Dorris,DEM,,,,,,,,,,,,,
D. Keith Langford Jr.,Male,White,,,No,No,California,Representative,6,Lost,,D. Jr.,REP,,,,,,,,,,,,,
D. Eric Schansberg,Male,White,,,No,No,Indiana,Representative,9,Lost,,D. Schansberg,REP,,,,,,,,,,,,,
,,,,,,,,,,,,D. Smith,,"SMITH, D. ADAM",H,DEM,WA,9.0,C,I,1995-07-28,1386775.73,1378652.77,593950.77,0.0,House
"Dakinya ""Kinya"" Jefferson",Female,Black,,,No,No,Texas,Representative,30,Lost,,Dakinya Jefferson,REP,,,,,,,,,,,,,
Dakota Shultz,Male,White,,,No,Yes,Missouri,Representative,6,Lost,,Dakota Shultz,REP,"SHULTZ, DAKOTA",H,REP,MO,6.0,C,C,2021-12-04,12794.43,12269.44,2135.48,0.0,House
,,,,,,,,,,,,Dale Dorris,,"DORRIS, DALE WILLIAM MR. II",H,DEM,IN,9.0,N,O,2019-12-11,0.0,0.0,0.0,0.0,House
Dale V.C. Holness,Male,Black,,,No,Yes,Florida,Representative,20,Lost,,Dale Holness,DEM,"HOLNESS, DALE",H,DEM,FL,20.0,C,O,2021-04-13,1232683.97,1213481.66,19202.31,90000.0,House
Dale Strong,Male,White,,,No,No,Alabama,Representative,5,Made runoff,Won,Dale Strong,REP,"STRONG, DALE WHITNEY",H,REP,AL,5.0,C,C,2021-03-24,1994353.59,1975308.27,19045.32,240000.0,House
,,,,,,,,,,,,Dale Sturdifen,,"STURDIFEN, DALE",H,REP,VA,4.0,N,C,2022-12-14,0.0,0.0,0.0,0.0,House
Dalila Epperson,Female,White,,,No,No,California,Representative,19,Lost,,Dalila Epperson,REP,"EPPERSON, DALILA",H,REP,CA,19.0,C,C,2021-07-02,28067.0,27851.59,215.41,1025.0,House
,,,,,,,,,,,,Damascus Romdcelly,,"ROMDCELLY, DAMASCUS",H,REP,FL,5.0,N,C,2022-07-12,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Damian Stone,,"STONE, DAMIAN DR",H,DEM,FL,12.0,N,C,2015-07-16,0.0,0.0,0.0,0.0,House
Damien Matthew Peter Mockus,Male,White,,,No,No,Texas,Representative,38,Lost,,Damien Mockus,REP,"MOCKUS, DAMIEN",H,REP,TX,38.0,N,O,2021-03-16,0.0,0.0,0.0,0.0,House
Damon M. Galdo,Male,White,,,No,No,New Jersey,Representative,1,Lost,,Damon Galdo,REP,"GALDO, DAMON M",H,REP,NJ,1.0,C,C,2022-05-12,2045.0,1829.9,215.1,3925.39,House
Dan Bishop,Male,White,,,Yes,No,North Carolina,Representative,8,Won,,Dan Bishop,REP,,,,,,,,,,,,,
Dan Cox,Male,White,,,No,No,Maryland,Governor,,Won,,Dan Cox,REP,,,,,,,,,,,,,
Dan Crenshaw,Male,White,,,Yes,No,Texas,Representative,2,Won,,Dan Crenshaw,REP,,,,,,,,,,,,,
,,,,,,,,,,,,Dan Delaney,,"DELANEY, DAN MR",H,LIB,NJ,8.0,N,O,2022-05-04,0.0,0.0,0.0,0.0,House
Dan Franzese,Male,White,,,No,No,Florida,Representative,22,Won,,Dan Franzese,REP,,,,,,,,,,,,,
Dan Earnest Gordon,Male,White,,,No,No,Washington,Representative,10,Lost,,Dan Gordon,REP,"GORDON, DAN EARNEST MR",H,REP,WA,10.0,N,C,2019-10-21,0.0,0.0,0.0,0.0,House
Dan Heiwig,Male,White,,,No,No,Indiana,Representative,9,Lost,,Dan Heiwig,REP,,,,,,,,,,,,,
,,,,,,,,,,,,Dan Lambert,,"LAMBERT, DAN",H,DEM,FL,17.0,N,C,2021-02-03,0.0,0.0,0.0,0.0,House
Dan Matthews,Male,White,,,No,No,Washington,Representative,2,Won,,Dan Matthews,REP,"MATTHEWS, DAN",H,REP,WA,2.0,C,C,2012-03-01,145529.16,145529.16,0.0,0.0,House
Dan McKaughan,Male,White,,,No,No,Texas,Representative,8,Lost,,Dan Mckaughan,REP,,,,,,,,,,,,,
Dan McQueen,Male,White,,,No,No,Texas,Representative,35,Made runoff,Won,Dan Mcqueen,REP,,,,,,,,,,,,,
Dan Meuser,Male,White,,,Yes,No,Pennsylvania,Representative,9,Won,,Dan Meuser,REP,,,,,,,,,,,,,
Dan Moy,Male,White,,,No,Yes,Virginia,Representative,5,Lost,,Dan Moy,REP,,,,,,,,,,,,,
Dan Newhouse,Male,White,,,Yes,No,Washington,Representative,4,Won,,Dan Newhouse,REP,"NEWHOUSE, DAN",H,REP,WA,4.0,C,I,2014-03-10,2148295.38,2433413.22,14601.06,0.0,House
Dan O'Dowd,Male,White,,,No,Yes,California,Senator,,Lost,,Dan O'Dowd,DEM,,,,,,,,,,,,,
Dan O'Dowd,Male,White,,,No,Yes,California,Senator (unexpired term),,Lost,,Dan O'Dowd,DEM,,,,,,,,,,,,,
Dan Pastore,Male,White,,,No,No,Pennsylvania,Representative,16,Won,,Dan Pastore,DEM,,,,,,,,,,,,,
,,,,,,,,,,,,Dan Rodimer,,"RODIMER, DAN",H,REP,TX,6.0,C,O,2021-03-09,400199.5,399112.89,1086.61,0.0,House
Dan Sawatzki,Male,White,,,No,No,Texas,Representative,35,Lost,,Dan Sawatzki,REP,"SAWATZKI, DAN",H,REP,TX,35.0,N,C,,0.0,0.0,0.0,0.0,House
Dan Sullivan,Male,White,,,No,No,Massachusetts,Representative,9,Lost,,Dan Sullivan,REP,"SULLIVAN, DAN",H,REP,MA,9.0,N,C,2022-05-31,60706.16,59867.39,452.77,0.0,House
Dan Thomas,Male,White,,,No,Yes,Texas,Representative,4,Lost,,Dan Thomas,REP,,,,,,,,,,,,,
Dan Whitfield,Male,White,,,No,No,Arkansas,Senator,,Lost,,Dan Whitfield,DEM,,,,,,,,,,,,,
Dana Zavorka,Female,White,,,No,Yes,Texas,Representative,21,Lost,,Dana Zavorka,REP,"ZAVORKA, DANA",H,REP,TX,21.0,N,C,,0.0,0.0,0.0,0.0,House
Danelle Dodge,Female,White,,,No,No,Florida,Representative,8,Lost,,Danelle Dodge,DEM,"DODGE, DANELLE",H,DEM,FL,8.0,C,C,2022-02-16,78115.93,76854.98,1260.95,40000.0,House
,,,,,,,,,,,,Daniel Better,,"BETTER, DANIEL ERICSON MR",H,ICD,KS,22.0,N,C,2022-03-23,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Daniel Burton,,"BURTON, DANIEL LEROY JR",H,REP,PA,0.0,C,C,2021-04-09,55995.27,53824.44,2170.83,24512.17,House
Daniel Cobble,Male,Black,,,No,No,Kentucky,Representative,3,Lost,,Daniel Cobble,REP,"COBBLE, DANIEL",H,REP,KY,3.0,N,O,2022-02-28,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Daniel Cooper,,"COOPER, DANIEL J (I.O.)",H,IND,TN,5.0,N,O,2022-08-01,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Daniel Corrigan,,"CORRIGAN, DANIEL P",H,DEM,OH,11.0,N,O,2021-02-19,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Daniel Crenshaw,,"CRENSHAW, DANIEL",H,REP,TX,2.0,C,I,2017-11-29,15916738.83,16632009.56,1137443.96,0.0,House
,,,,,,,,,,,,Daniel Cummings,,"CUMMINGS, DANIEL CLYDE",H,CON,UT,3.0,N,C,,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Daniel Franzese,,"FRANZESE, DANIEL JOHN",H,REP,FL,22.0,C,C,2021-05-19,1614198.79,1606217.92,7980.87,1162357.57,House
Daniel Goldman,Male,White,,,No,Yes,New York,Representative,10,Won,,Daniel Goldman,DEM,"GOLDMAN, DANIEL",H,DEM,NY,10.0,C,C,2022-05-31,7142852.46,7105514.39,37338.07,4989529.34,House
,,,,,,,,,,,,Daniel Heiwig,,"HEIWIG, DANIEL",H,REP,IN,9.0,C,O,2022-02-03,44888.56,44888.56,0.0,0.0,House
Daniel Hernandez,Male,Latino (Mexican),,,No,No,Arizona,Representative,6,Lost,,Daniel Hernandez,DEM,"HERNANDEZ, DANIEL",H,DEM,AZ,6.0,C,O,2021-05-20,1196216.32,1194731.97,1484.35,0.0,House
Daniel Burton Jr.,Male,White,,,No,No,Pennsylvania,Representative,4,Lost,,Daniel Jr.,REP,,,,,,,,,,,,,
Daniel T. Kildee,Male,White,,,Yes,No,Michigan,Representative,8,Won,,Daniel Kildee,DEM,"KILDEE, DANIEL T DANIEL T.",H,DEM,MI,8.0,C,I,2011-08-11,5627721.01,6387568.54,21873.97,37554.05,House
,,,,,,,,,,,,Daniel Kilgore,,"KILGORE, DANIEL MCARTHUR MR.",H,DEM,OH,15.0,N,C,2019-07-03,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Daniel Lebeau,,"LEBEAU, DANIEL JOSEPH",H,IND,VA,6.0,N,C,2022-04-27,0.0,0.0,0.0,0.0,House
Daniel W. Lee,Male,Black,,,No,No,California,Representative,37,Lost,,Daniel Lee,DEM,"LEE, DANIEL",H,DEM,CA,37.0,C,O,2021-10-01,59462.45,59337.07,125.38,3462.84,House
Daniel Algiers Lucas Levy,Male,White,,,No,Yes,Idaho,Representative,2,Lost,,Daniel Levy,REP,"LEVY, DANIEL ALGIERS LUCAS",H,REP,ID,2.0,N,C,,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Daniel Lux,,"LUX, DANIEL ANTHONY",H,REP,LA,2.0,C,C,2022-07-26,32371.0,36052.27,-3581.27,14700.0,House
,,,,,,,,,,,,Daniel Malki,,"MALKI, DANIEL",H,DEM,CA,28.0,N,C,2022-12-19,0.0,0.0,0.0,0.0,House
Daniel Bocic Martinez,Male,White,,,No,No,California,Representative,31,Won,,Daniel Martinez,REP,"MARTINEZ, DANIEL JOSE BOCIC",H,REP,CA,31.0,N,C,2021-12-24,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Daniel Mckaughan,,"MCKAUGHAN, DANIEL CREGG",H,REP,TX,8.0,C,O,2021-07-27,45581.27,45581.27,0.0,0.0,House
Daniel J. McKee,Male,White,,,Yes,No,Rhode Island,Governor,,Won,,Daniel Mckee,DEM,,,,,,,,,,,,,
Daniel R. Mercuri,Male,White,,,No,No,California,Governor,,Lost,,Daniel Mercuri,REP,,,,,,,,,,,,,
,,,,,,,,,,,,Daniel Meuser,,"MEUSER, DANIEL",H,REP,PA,9.0,C,I,2007-10-09,1101338.69,1138097.94,103850.29,250000.0,House
,,,,,,,,,,,,Daniel Moy,,"MOY, DANIEL ROBERT MR.",H,REP,VA,5.0,C,C,2022-01-27,186353.4,186353.4,0.0,0.0,House
,,,,,,,,,,,,Daniel O'Connor,,"O'CONNOR, DANIEL JAY JR.",H,DEM,OH,12.0,C,C,2021-04-01,612991.54,328447.11,284524.43,0.0,House
,,,,,,,,,,,,Daniel O'Connor,,"O'CONNOR, DANIEL",H,DEM,OH,15.0,N,C,2018-01-31,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Daniel Pastore,,"PASTORE, DANIEL",H,DEM,PA,16.0,C,C,2022-01-03,866280.03,860292.72,5987.31,320000.0,House
,,,,,,,,,,,,Daniel Sanchez,,"SANCHEZ, DANIEL",H,DEM,TX,34.0,C,C,2022-04-06,224668.45,224668.45,0.0,0.0,House
,,,,,,,,,,,,Daniel Theron,,"THERON, DANIEL PETER",H,REP,WI,2.0,C,C,2008-05-19,17818.17,17317.72,5222.19,9000.0,House
,,,,,,,,,,,,Daniel Thibeault,,"THIBEAULT, DANIEL FRANK",H,LIB,MD,1.0,N,C,,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Daniel Thomas,,"THOMAS, DANIEL M.",H,REP,TX,4.0,C,C,2021-12-08,53266.0,53142.51,123.49,14551.21,House
Daniel Webster,Male,White,,,Yes,No,Florida,Representative,11,Won,,Daniel Webster,REP,"WEBSTER, DANIEL",H,REP,FL,11.0,C,I,2010-04-23,783304.69,766134.43,227871.82,0.0,House
,,,,,,,,,,,,Daniel Weyer,,"WEYER, DANIEL FRED",H,,NE,1.0,N,C,2022-01-20,0.0,0.0,0.0,0.0,House
Daniel M. Wik,Male,White,,,No,No,Nebraska,Representative,3,Lost,,Daniel Wik,DEM,"WIK, DANIEL MARTIN MD",H,DEM,NE,3.0,N,C,2022-03-13,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Daniel Wilson,,"WILSON, DANIEL",H,IND,CA,26.0,N,C,2020-12-27,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Daniel Wood,,"WOOD, DANIEL",H,REP,AZ,3.0,N,C,2019-11-04,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Danielle Fewings,,"FEWINGS, DANIELLE AMELIA",H,DEM,TX,35.0,N,C,2021-01-20,0.0,0.0,0.0,0.0,House
Danielle Hawk,Female,White,,,No,No,Florida,Representative,3,Won,,Danielle Hawk,DEM,"HAWK, DANIELLE NICOLE",H,DEM,FL,3.0,C,C,2021-03-24,83335.11,71456.54,5347.07,0.0,House
,,,,,,,,,,,,Danielle Smith,,"SMITH, DANIELLE LEYTON MR",H,ICD,NY,29.0,N,C,2022-03-14,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Danny Bridger,,"BRIDGER, DANNY RAY JR.",H,REP,TN,8.0,N,C,,0.0,0.0,0.0,0.0,House
Danny K. Davis,Male,Black,,,Yes,No,Illinois,Representative,7,Won,,Danny Davis,DEM,"DAVIS, DANNY K. MR.",H,DEM,IL,7.0,C,I,1983-11-14,682447.21,704981.05,220637.76,58954.71,House
,,,,,,,,,,,,Danny Fabricant,,"FABRICANT, DANNY",H,REP,CA,30.0,N,C,2019-01-28,0.0,0.0,0.0,0.0,House
Danny Harrison,Male,White,,,No,Yes,Texas,Governor,,Lost,,Danny Harrison,REP,,,,,,,,,,,,,
Danny Ray Bridger Jr.,Male,White,,,No,Yes,Tennessee,Representative,8,Lost,,Danny Jr.,REP,,,,,,,,,,,,,
Danny Tarkanian,Male,White,,,No,Yes,Nevada,Representative,2,Lost,,Danny Tarkanian,REP,"TARKANIAN, DANNY",H,REP,NV,2.0,C,C,2022-04-01,761066.06,752150.94,8915.12,514419.31,House
Dante N. Sabatucci,Male,White,,,No,No,Ohio,Representative,13,Lost,,Dante Sabatucci,REP,"SABATUCCI, DANTE",H,REP,OH,7.0,C,O,2021-12-21,15551.43,15787.87,53.71,0.0,House
,,,,,,,,,,,,Dara Stransky,,"STRANSKY, DARA FAYE",H,DEM,CA,25.0,N,C,2021-06-09,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Darian Drake,,"DRAKE, DARIAN",H,LIB,ID,1.0,N,C,,0.0,0.0,0.0,0.0,House
Darian J. Elizondo,Male,Latino (Mexican),,,No,No,California,Representative,2,Lost,,Darian Elizondo,REP,"ELIZONDO, DARIAN J",H,REP,CA,2.0,N,C,,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Darien Barrios Moreno,,"BARRIOS MORENO, DARIEN D",H,REP,KY,3.0,N,O,2021-09-18,0.0,0.0,0.0,0.0,House
Darien D. Barrios Moreno,Male,Latino (Cuban),,,No,No,Kentucky,Representative,3,Lost,,Darien Moreno,REP,,,,,,,,,,,,,
Darin Harbick,Male,White,,,No,No,Oregon,Senator,,Lost,,Darin Harbick,REP,,,,,,,,,,,,,
Darin LaHood,Male,White,,,Yes,No,Illinois,Representative,16,Won,,Darin Lahood,REP,"LAHOOD, DARIN MCKAY",H,REP,IL,16.0,C,I,2015-03-19,3915556.68,3041438.67,3964688.85,0.0,House
,,,,,,,,,,,,Darin Smith,,"SMITH, DARIN DALE",H,REP,WY,0.0,N,C,2016-02-29,0.0,0.0,0.0,0.0,House
Darius Mayfield,Male,Black,,,No,No,New Jersey,Representative,12,Won,,Darius Mayfield,REP,"MAYFIELD, DARIUS",H,REP,NJ,12.0,C,C,2021-01-14,266328.89,260131.98,6196.91,0.0,House
,,,,,,,,,,,,Darius Nix,,"NIX, DARIUS YOREL DEE",H,DEM,IL,1.0,N,O,2021-10-04,4655.8,2184.4,2543.25,1300.0,House
Darlene McDonald,Female,Black,,,No,No,Utah,Representative,4,Won,,Darlene Mcdonald,DEM,"MCDONALD, DARLENE",H,DEM,UT,4.0,C,C,2017-07-01,187011.42,162440.13,24571.29,90000.0,House
Darlene Cerezo Swaffar,Female,Latino,,,No,No,Florida,Representative,23,Lost,,Darlene Swaffar,REP,,,,,,,,,,,,,
Darrell Day,Male,White,,,No,No,Texas,Representative,32,Lost,,Darrell Day,REP,"DAY, DARRELL",H,REP,TX,32.0,C,C,2022-03-16,46352.32,30262.46,6089.86,20000.0,House
Darrell Leon McClanahan III,Male,White,,,No,No,Missouri,Senator,,Lost,,Darrell Iii,REP,,,,,,,,,,,,,
Darrell Issa,Male,White,,,Yes,No,California,Representative,48,Won,,Darrell Issa,REP,"ISSA, DARRELL",H,REP,CA,48.0,C,I,1999-11-12,2337213.84,2012187.17,617589.93,5081387.99,House
Darrell Williams,Male,Black,,,No,No,Wisconsin,Senator,,Lost,,Darrell Williams,DEM,,,,,,,,,,,,,
Darren Aquino,Male,White,Latino (Puerto Rican),,No,Yes,Florida,Representative,26,Lost,,Darren Aquino,REP,"AQUINO, DARREN DIONE MR.",H,REP,FL,25.0,C,C,2019-12-04,26369.41,49584.79,15.72,0.0,House
Darren Bailey,Male,White,,,No,No,Illinois,Governor,,Won,,Darren Bailey,REP,,,,,,,,,,,,,
Darren Soto,Male,Latino (Puerto Rican),,,Yes,No,Florida,Representative,9,Won,,Darren Soto,DEM,"SOTO, DARREN",H,DEM,FL,9.0,C,I,2015-07-13,1337428.16,1445548.01,64280.8,0.0,House
Darrius Butler,Male,Black,,,No,No,Georgia,Representative,8,Won,,Darrius Butler,DEM,"BUTLER, DARRIUS MAURICE",H,DEM,GA,8.0,C,C,2022-01-26,22543.42,24160.05,1225.16,6000.0,House
,,,,,,,,,,,,Darryl Baber,,"BABER, DARRYL",H,LIB,NV,2.0,N,C,,0.0,0.0,0.0,0.0,House
Darshan Nilesh Patel,Male,Asian (Indian),,,No,No,New Mexico,Representative,2,Lost,,Darshan Patel,DEM,"PATEL, DARSHAN DR.",H,DEM,NM,2.0,C,C,2022-02-08,67900.03,65668.66,2231.37,0.0,House
,,,,,,,,,,,,Daryl Eddings,,"EDDINGS, DARYL J. MR. SR.",H,DEM,TX,6.0,C,O,2021-02-26,9467.06,5913.1,3553.96,5682.06,House
Daryl W. Scott,Male,Black,,,No,No,South Carolina,Representative,7,Won,,Daryl Scott,DEM,"SCOTT, DARYL",H,DEM,SC,7.0,N,C,2022-04-21,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Dasha Pruett,,"PRUETT, DASHA",H,REP,PA,1.0,C,C,2019-12-31,2440.7,14302.23,10847.63,0.0,House
Dave Beckwith,Male,White,,,No,No,Virginia,Representative,10,Lost,,Dave Beckwith,REP,,,,,,,,,,,,,
Dave Chapman,Male,Unknown,,,No,No,Washington,Representative,8,Lost,,Dave Chapman,REP,"CHAPMAN, DAVE",H,REP,WA,8.0,N,C,,0.0,0.0,0.0,0.0,House
Dave Giles,Male,White,,,No,No,Arizona,Representative,4,Lost,,Dave Giles,REP,,,,,,,,,,,,,
Dave McCormick,Male,White,,,No,No,Pennsylvania,Senator,,Lost,,Dave Mccormick,REP,,,,,,,,,,,,,
Dave Saulibio,Male,Asian,,,No,No,Washington,Senator,,Lost,,Dave Saulibio,REP,,,,,,,,,,,,,
Dave Schatz,Male,White,,,No,No,Missouri,Senator,,Lost,,Dave Schatz,REP,,,,,,,,,,,,,
Dave Sims,Male,Black,,,No,No,Missouri,Senator,,Lost,,Dave Sims,REP,,,,,,,,,,,,,
Dave W. Stauffer,Male,White,,,No,No,Oregon,Governor,,Lost,,Dave Stauffer,DEM,,,,,,,,,,,,,
Dave Thomas,Male,White,,,No,Yes,Alabama,Governor,,Lost,,Dave Thomas,REP,,,,,,,,,,,,,
Dave Wallace,Male,White,,,No,No,Maryland,Representative,2,Lost,,Dave Wallace,REP,,,,,,,,,,,,,
Dave White,Male,White,,,No,No,Pennsylvania,Governor,,Lost,,Dave White,REP,,,,,,,,,,,,,
Dave Williams,Male,Latino,,,No,Yes,Colorado,Representative,5,Lost,,Dave Williams,REP,,,,,,,,,,,,,
,,,,,,,,,,,,David Ambrose,,"AMBROSE, DAVID",H,W,AK,0.0,N,C,,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,David Anderson,,"ANDERSON, DAVID LEE JR",H,DEM,TX,21.0,C,C,2021-01-07,5885.92,4640.86,1245.06,7718.55,House
,,,,,,,,,,,,David Anderson,,"ANDERSON, DAVID",H,IND,WA,9.0,N,C,2022-04-27,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,David Anderson,,"ANDERSON, DAVID",H,IND,WA,9.0,N,C,2022-07-24,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,David August,,"AUGUST, DAVID",H,IND,MD,6.0,N,C,2021-05-07,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,David Barsky,,"BARSKY, DAVID DR.",H,DEM,NY,1.0,N,O,2022-03-29,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,David Beckwith,,"BECKWITH, DAVID",H,REP,VA,10.0,C,C,2022-02-07,106628.42,106628.42,0.0,0.0,House
David Beem,Male,White,,,No,No,Oregon,Governor,,Lost,,David Beem,DEM,,,,,,,,,,,,,
,,,,,,,,,,,,David Bies,,"BIES, DAVID",H,DEM,AZ,2.0,N,O,2022-06-21,0.0,0.0,0.0,0.0,House
"David L. ""Duke"" Bourgoin ",Male,White,,,No,No,Hawaii,Governor,,Lost,,David Bourgoin,DEM,,,,,,,,,,,,,
,,,,,,,,,,,,David Brandt,,"BRANDT, DAVID MR",H,IND,CA,15.0,N,C,2021-12-27,0.0,0.0,0.0,0.0,House
David Brog,Male,White,,,No,No,Nevada,Representative,1,Lost,,David Brog,REP,"BROG, DAVID",H,REP,NV,1.0,C,C,2022-02-17,442591.36,442591.36,0.0,50000.0,House
David A. Burch,Male,White,,,No,No,Oregon,Governor,,Lost,,David Burch,REP,,,,,,,,,,,,,
,,,,,,,,,,,,David Burg,,"BURG, DAVID LOREN",H,REP,NJ,4.0,C,C,2021-11-16,38291.0,38291.0,0.0,0.0,House
David J. Canepa,Male,White,,,No,No,California,Representative,15,Made runoff,,David Canepa,DEM,"CANEPA, DAVID",H,DEM,CA,15.0,C,O,2021-11-19,815538.47,815318.46,220.01,0.0,House
,,,,,,,,,,,,David Cannata,,"CANNATA, DAVID B",H,W,MA,4.0,N,C,2022-08-11,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,David Canny,,"CANNY, DAVID",H,LIB,MI,8.0,N,C,,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,David Cawthorn,,"CAWTHORN, DAVID MADISON",H,REP,NC,11.0,C,I,2020-01-02,0.0,0.0,0.0,0.0,House
David Chiddick,Male,White,,,No,No,California,Representative,50,Lost,,David Chiddick,REP,"CHIDDICK, DAVID",H,REP,CA,50.0,N,C,2022-03-30,1640.0,0.0,1640.0,0.0,House
David N. Cicilline,Male,White,,,Yes,No,Rhode Island,Representative,1,Won,,David Cicilline,DEM,"CICILLINE, DAVID N",H,DEM,RI,1.0,C,I,2010-02-23,1981382.79,1660126.72,850338.32,0.0,House
,,,,,,,,,,,,David Coatney,,"COATNEY, DAVID ADAM",H,LIB,NC,11.0,C,C,2021-08-03,20079.91,20056.88,23.03,0.0,House
,,,,,,,,,,,,David Cook,,"COOK, DAVID W.",H,OTH,NJ,8.0,N,C,,0.0,0.0,0.0,0.0,House
David Curry,Male,White,,,No,No,Georgia,Representative,10,Lost,,David Curry,REP,"CURRY, DAVID",H,REP,GA,10.0,C,O,2021-06-01,709674.0,709674.0,0.0,0.0,House
,,,,,,,,,,,,David Delk,,"DELK, DAVID",H,PG,OR,3.0,N,C,2016-09-08,0.0,0.0,0.0,0.0,House
David Derby,Male,White,,,No,No,Oklahoma,Representative,2,Lost,,David Derby,REP,"DERBY, DAVID",H,REP,OK,2.0,C,O,2022-05-03,190873.24,189551.54,1321.7,152223.24,House
David J. Else,Male,White,,,No,No,Nebraska,Representative,3,Won,,David Else,DEM,"ELSE, DAVID J",H,DEM,NE,3.0,N,C,2020-02-14,0.0,0.0,0.0,0.0,House
David Esrati,Male,White,,,No,No,Ohio,Representative,10,Won,,David Esrati,DEM,"ESRATI, DAVID",H,DEM,OH,10.0,C,C,2008-01-30,45356.05,45681.07,523.62,0.0,House
David Flaherty,Male,Unknown,,,No,No,North Carolina,Senator,,Lost,,David Flaherty,REP,,,,,,,,,,,,,
,,,,,,,,,,,,David Foster,,"FOSTER, DAVID B.",H,IND,VA,1.0,N,C,,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,David Frosch,,"FROSCH, DAVID K.",H,IND,OK,5.0,N,C,,0.0,0.0,0.0,0.0,House
David Galluch,Male,White,,,No,No,Pennsylvania,Representative,5,Won,,David Galluch,REP,"GALLUCH, DAVID",H,REP,PA,5.0,C,C,2021-04-28,747056.83,734779.14,12277.69,0.0,House
,,,,,,,,,,,,David Gates,,"GATES, DAVID MR",H,ICD,NH,18.0,N,C,2022-04-05,0.0,0.0,0.0,0.0,House
David A. Giglio,Male,White,,,No,No,California,Representative,13,Lost,,David Giglio,REP,"GIGLIO, DAVID ANTHONY",H,REP,CA,13.0,C,C,2021-03-10,737065.43,737065.43,0.0,0.0,House
,,,,,,,,,,,,David Giles,,"GILES, DAVID VICTOR",H,REP,AZ,9.0,C,C,2015-02-07,83800.17,84345.92,0.0,558231.28,House
,,,,,,,,,,,,David Goodman,,"GOODMAN, DAVID",H,IND,CA,26.0,C,C,2022-01-04,21242.97,27741.11,1011.34,500.0,House
David Ocampo Grajales,Male,Latino (Colombian),,,No,No,New Jersey,Representative,8,Lost,,David Grajales,DEM,,,,,,,,,,,,,
David S. Haeg,Male,White,,,No,Yes,Alaska,Governor,,Lost,,David Haeg,REP,,,,,,,,,,,,,
David Hogan,Male,White,,,No,No,Texas,Representative,38,Lost,,David Hogan,REP,,,,,,,,,,,,,
,,,,,,,,,,,,David Hughes,,"HUGHES, DAVID M",H,IND,AK,0.0,N,O,2022-03-28,0.0,0.0,0.0,0.0,House
David W. Kunelius II,Male,White,,,No,Yes,Wisconsin,Representative,7,Lost,,David Ii,REP,,,,,,,,,,,,,
,,,,,,,,,,,,David Ishii,,"ISHII, DAVID TADASHI",H,DEM,WA,9.0,N,C,2021-05-29,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,David Jones,,"JONES, DAVID LEIGHTON",H,IND,TN,4.0,N,C,,0.0,0.0,0.0,0.0,House
David P. Joyce,Male,White,,,Yes,No,Ohio,Representative,14,Won,,David Joyce,REP,"JOYCE, DAVID P",H,REP,OH,14.0,C,I,2012-08-20,2606247.74,1442817.28,1829922.17,0.0,House
